line 1: k=13
line 2: clear
line 3: buildTree 1
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 24: nearestNeighbour (2,6,7,10,5,2,8,8,9,3,9,2,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 25: kNearestNeighbour 9 (8,1,6,10,9,6,3,4,4,1,9,7,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 26: kNearestNeighbour 5 (9,1,8,8,6,4,4,1,1,3,2,3,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 27: kNearestNeighbour 6 (1,2,5,1,3,2,7,8,5,9,2,7,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 28: nearestNeighbour (5,8,5,8,9,9,7,6,1,10,2,5,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 29: nearestNeighbour (1,3,7,4,2,1,8,8,5,3,2,5,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 30: nearestNeighbour (9,5,3,1,9,2,10,10,9,7,2,7,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 31: kNearestNeighbour 6 (2,9,5,6,1,9,4,3,4,8,10,10,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 32: kNearestNeighbour 10 (9,9,4,4,8,7,8,1,8,5,4,6,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 33: kNearestNeighbour 7 (9,1,3,7,6,8,8,10,6,2,9,6,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 34: nearestNeighbour (6,6,6,7,4,10,8,5,3,8,2,4,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 35: kNearestNeighbour 4 (6,5,10,6,8,4,4,3,9,9,9,3,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 36: nearestNeighbour (3,4,5,4,2,6,5,8,7,1,1,6,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 37: nearestNeighbour (6,4,3,1,6,2,8,10,6,3,1,3,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 38: nearestNeighbour (2,4,8,6,3,9,7,7,3,4,10,8,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 39: kNearestNeighbour 4 (5,7,2,8,9,10,1,10,3,7,4,4,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 40: nearestNeighbour (4,4,3,10,7,5,6,10,9,10,6,8,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 41: nearestNeighbour (6,8,2,3,9,2,10,4,6,10,7,7,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 42: nearestNeighbour (1,8,1,8,10,4,4,6,1,2,7,5,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 43: nearestNeighbour (5,6,6,2,10,10,1,5,7,10,4,7,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 44: nearestNeighbour (2,4,1,5,4,8,9,2,8,5,6,5,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 45: nearestNeighbour (3,3,3,6,7,5,2,9,3,4,6,1,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 46: kNearestNeighbour 2 (10,5,1,2,1,5,1,10,2,4,8,8,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 47: kNearestNeighbour 2 (2,1,4,4,7,1,7,4,10,5,9,4,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 48: nearestNeighbour (1,3,10,8,6,8,7,9,2,8,7,3,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 49: nearestNeighbour (8,7,5,9,5,1,3,5,2,9,7,7,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 50: nearestNeighbour (8,10,5,5,5,6,9,9,4,2,1,6,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 51: kNearestNeighbour 4 (9,8,7,1,2,4,5,10,8,3,5,9,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 52: kNearestNeighbour 7 (9,1,10,1,3,4,6,8,9,3,5,8,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 53: nearestNeighbour (9,2,10,10,2,3,4,9,10,1,3,7,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 54: nearestNeighbour (4,10,3,8,6,9,4,1,4,6,9,10,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 55: kNearestNeighbour 3 (9,3,2,1,3,6,5,6,3,9,10,10,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 56: nearestNeighbour (9,6,7,10,9,10,5,6,4,9,3,3,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 57: nearestNeighbour (7,7,4,4,4,6,5,10,5,8,7,4,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 58: nearestNeighbour (6,8,9,6,9,2,7,4,2,2,6,8,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 59: kNearestNeighbour 2 (2,7,10,4,3,7,3,6,1,6,1,8,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 60: nearestNeighbour (7,5,8,9,8,8,1,6,4,2,9,3,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 61: nearestNeighbour (2,7,5,2,4,10,2,8,9,2,5,4,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 62: nearestNeighbour (7,3,9,3,9,5,8,9,6,5,5,4,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 63: kNearestNeighbour 7 (5,9,1,7,2,5,2,9,10,1,1,4,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 64: nearestNeighbour (9,7,10,7,8,3,9,9,9,5,4,1,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 65: nearestNeighbour (7,8,7,6,1,5,6,8,3,9,9,8,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 66: kNearestNeighbour 9 (4,9,3,1,4,10,10,6,10,8,10,7,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 67: kNearestNeighbour 9 (4,9,8,6,2,6,5,8,2,10,5,10,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 68: nearestNeighbour (7,5,3,3,8,9,9,2,2,3,1,3,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 69: kNearestNeighbour 4 (3,7,5,4,5,1,8,7,3,8,1,1,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 70: nearestNeighbour (5,1,4,7,6,1,4,6,6,10,9,2,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 71: nearestNeighbour (2,4,5,5,4,2,1,4,8,8,10,6,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 72: kNearestNeighbour 7 (8,3,4,8,10,10,7,10,2,9,8,8,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 73: kNearestNeighbour 10 (2,2,4,7,9,8,10,5,7,5,6,9,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 74: nearestNeighbour (2,1,8,6,10,9,9,8,8,4,8,1,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 75: kNearestNeighbour 1 (6,5,8,1,2,6,8,5,7,9,5,5,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 76: nearestNeighbour (2,9,1,3,1,1,6,5,6,10,7,10,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 77: nearestNeighbour (3,6,3,10,10,5,5,5,5,7,3,9,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 78: kNearestNeighbour 2 (1,4,2,3,3,6,2,6,7,6,2,10,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 79: nearestNeighbour (3,10,9,3,8,6,1,4,4,3,5,8,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 80: nearestNeighbour (1,2,6,9,2,4,3,9,3,1,1,4,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 81: nearestNeighbour (4,7,7,1,9,6,8,9,2,4,7,4,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 82: kNearestNeighbour 9 (4,1,2,7,6,1,3,4,9,6,3,8,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 83: kNearestNeighbour 4 (4,10,9,7,9,7,5,7,4,4,3,4,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 84: nearestNeighbour (5,6,9,3,4,8,3,2,6,7,7,4,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 85: nearestNeighbour (1,2,10,3,8,7,3,2,5,9,2,4,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 86: kNearestNeighbour 3 (3,3,1,6,5,10,1,2,9,2,5,2,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 87: nearestNeighbour (1,6,5,1,6,8,3,3,5,8,8,9,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 88: nearestNeighbour (8,7,10,5,1,3,1,1,3,1,4,2,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 89: nearestNeighbour (3,9,5,1,6,8,3,10,8,10,4,7,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 90: nearestNeighbour (7,1,3,9,9,8,5,9,7,3,5,4,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 91: nearestNeighbour (7,4,9,4,2,9,3,5,4,10,6,4,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 92: nearestNeighbour (5,5,2,4,4,2,8,10,5,10,3,8,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 93: kNearestNeighbour 10 (6,2,7,4,3,3,5,5,8,2,1,5,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 94: kNearestNeighbour 2 (6,3,3,8,1,1,10,5,4,4,1,3,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 95: nearestNeighbour (1,7,10,4,8,10,4,3,5,4,4,9,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 96: nearestNeighbour (3,10,4,7,6,7,10,4,10,9,9,9,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 97: kNearestNeighbour 3 (5,2,6,8,9,2,8,10,10,9,4,10,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 98: kNearestNeighbour 7 (6,4,4,8,5,3,6,7,8,7,7,9,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 99: kNearestNeighbour 1 (4,7,3,7,2,10,1,5,3,2,2,3,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 100: kNearestNeighbour 9 (7,9,2,7,7,1,5,5,3,1,5,1,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 101: nearestNeighbour (4,4,2,2,3,4,9,2,1,8,3,3,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 102: kNearestNeighbour 6 (10,5,7,3,8,6,9,2,3,6,3,4,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 103: kNearestNeighbour 5 (4,9,3,9,5,1,5,3,9,10,3,2,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 104: nearestNeighbour (9,5,9,5,4,4,10,4,4,10,6,4,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 105: kNearestNeighbour 2 (10,1,9,9,6,7,8,9,3,9,4,6,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 106: nearestNeighbour (7,10,6,5,7,2,1,8,6,5,6,4,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 107: nearestNeighbour (4,5,3,2,9,7,8,3,4,10,3,4,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 108: nearestNeighbour (5,2,10,6,5,3,4,4,9,2,7,2,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 109: nearestNeighbour (7,9,9,9,8,1,8,9,6,5,3,9,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 110: nearestNeighbour (5,9,3,6,7,8,2,2,2,9,3,10,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 111: kNearestNeighbour 5 (10,1,5,7,2,10,7,5,5,6,4,7,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 112: nearestNeighbour (7,7,2,2,9,8,7,7,7,3,3,7,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 113: kNearestNeighbour 6 (5,8,4,6,9,4,6,1,5,8,6,4,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 114: nearestNeighbour (9,9,6,1,7,4,7,9,7,10,2,10,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 115: nearestNeighbour (2,1,7,10,7,4,4,5,7,8,1,3,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 116: kNearestNeighbour 9 (6,3,10,4,4,4,3,1,7,10,6,9,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 117: nearestNeighbour (10,10,2,9,2,7,6,10,9,9,3,5,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 118: kNearestNeighbour 7 (7,1,1,6,10,3,8,2,7,3,2,6,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 119: kNearestNeighbour 10 (7,9,10,10,1,9,1,9,6,2,8,2,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 120: kNearestNeighbour 10 (6,6,4,3,8,9,4,3,10,2,7,2,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 121: kNearestNeighbour 7 (10,7,2,5,10,2,8,6,10,7,10,9,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 122: nearestNeighbour (2,5,7,1,9,10,8,2,8,6,10,7,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 123: kNearestNeighbour 5 (5,2,5,1,10,4,8,4,9,5,4,5,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 124: nearestNeighbour (5,1,7,8,5,1,5,7,8,3,2,3,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 125: nearestNeighbour (7,6,4,8,1,10,5,1,5,5,7,9,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 126: kNearestNeighbour 10 (5,8,1,9,6,8,3,6,1,9,5,7,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 127: kNearestNeighbour 1 (10,5,7,9,7,4,8,2,1,9,6,2,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 128: nearestNeighbour (10,9,1,6,8,2,5,8,5,5,9,5,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 129: kNearestNeighbour 6 (4,1,6,7,9,7,6,6,6,5,1,2,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 130: kNearestNeighbour 2 (10,1,10,8,9,10,8,6,8,8,1,10,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 131: nearestNeighbour (2,4,2,5,2,6,10,9,4,2,3,8,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 132: kNearestNeighbour 10 (9,6,9,7,10,1,4,3,2,3,10,1,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 133: nearestNeighbour (1,4,4,4,4,2,4,7,8,1,7,8,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 134: nearestNeighbour (3,8,5,6,10,8,2,8,1,5,7,4,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 135: kNearestNeighbour 7 (3,3,6,1,9,3,1,7,1,1,10,3,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 136: nearestNeighbour (1,8,8,1,7,8,7,3,1,1,3,8,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 137: kNearestNeighbour 7 (5,8,1,4,6,10,10,3,5,5,9,7,6)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 138: nearestNeighbour (1,9,3,10,9,7,6,8,2,2,2,3,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 139: kNearestNeighbour 9 (5,5,9,1,2,2,7,5,9,4,8,6,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 140: kNearestNeighbour 9 (1,8,4,1,9,8,1,5,2,6,5,2,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 141: nearestNeighbour (9,6,5,7,10,3,6,3,4,5,7,8,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 142: nearestNeighbour (1,9,4,3,6,2,8,2,8,10,6,5,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 143: kNearestNeighbour 10 (6,2,7,7,2,7,2,8,5,1,7,10,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 144: kNearestNeighbour 7 (7,4,7,5,10,10,8,3,6,4,3,2,2)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 145: kNearestNeighbour 8 (2,6,1,5,2,5,4,10,7,3,8,10,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 146: nearestNeighbour (8,6,3,6,6,6,6,1,10,4,6,3,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 147: nearestNeighbour (3,5,2,10,7,9,5,2,8,1,2,1,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 148: kNearestNeighbour 10 (1,5,6,7,4,8,3,9,4,5,2,4,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 149: nearestNeighbour (9,2,9,6,2,7,3,1,9,7,7,4,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 150: nearestNeighbour (9,10,5,8,3,6,1,10,5,6,10,8,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 151: kNearestNeighbour 7 (9,8,7,4,10,3,8,1,9,3,5,6,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 152: nearestNeighbour (9,1,10,1,10,2,6,7,6,8,10,9,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 153: kNearestNeighbour 3 (2,8,6,1,6,9,3,1,5,4,5,2,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 154: kNearestNeighbour 8 (7,3,4,9,4,8,8,1,10,2,4,10,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 155: kNearestNeighbour 1 (5,1,4,2,3,7,6,3,6,7,7,2,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 156: nearestNeighbour (2,7,10,10,4,7,2,9,10,9,4,4,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 157: kNearestNeighbour 6 (10,8,7,5,8,10,8,1,8,4,7,9,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 158: kNearestNeighbour 1 (2,10,3,8,2,10,1,9,5,10,9,10,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 159: nearestNeighbour (3,2,4,6,6,2,8,6,10,8,6,6,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 160: nearestNeighbour (10,10,5,2,1,7,7,8,4,10,4,10,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 161: nearestNeighbour (5,7,8,1,4,1,4,8,2,4,9,3,9)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 162: nearestNeighbour (10,8,2,7,10,5,6,9,4,7,1,9,5)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 163: kNearestNeighbour 7 (7,4,4,4,7,4,9,2,3,1,6,4,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 164: nearestNeighbour (4,10,6,3,10,4,1,6,6,5,3,10,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 165: kNearestNeighbour 9 (3,4,4,9,9,9,5,7,2,4,2,3,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 166: kNearestNeighbour 10 (10,10,6,9,3,5,1,3,5,1,1,7,4)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 167: nearestNeighbour (4,3,7,2,5,2,6,10,6,9,1,7,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 168: nearestNeighbour (3,2,8,3,10,2,7,3,8,4,5,6,1)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 169: nearestNeighbour (7,6,6,10,9,7,10,9,9,2,6,6,8)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 170: nearestNeighbour (3,9,2,3,8,9,1,6,8,6,6,2,10)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 171: kNearestNeighbour 9 (2,5,9,7,1,9,6,5,2,9,3,4,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 172: nearestNeighbour (4,1,6,8,3,7,10,7,5,5,3,9,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 173: nearestNeighbour (3,9,2,6,8,3,4,8,5,8,1,2,3)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 174: kNearestNeighbour 9 (5,8,1,6,10,7,10,4,5,8,6,10,7)
(75, 10, 98, 36, 6, 59, 94, 45, 50, 5, 9, 53, 39)
line 175: kNearestNeighbour 1 (10,4,4,3,10,2,5,8,2,9,4,8,7)
